Total Time(s),Time_o1(s),Time_o2(s),Time_o3(s),var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,o1,o2,o3
46.019999980926514,46.01900005340576,0.0,0.0,0,1,0,1,1,0,2,0,2,1,0,1,1,0,1,0,0,2,1,2,-67.03812316715542,17.483412276505643,40523.134307960114
46.01800012588501,46.01800012588501,0.0,0.0,0,1,0,1,2,1,2,0,2,1,2,1,1,1,1,0,1,0,0,1,-61.876832844574764,18.94857688876904,36003.85778848118
46.0220000743866,46.0220000743866,0.0,0.0,0,1,0,2,1,0,2,0,2,1,1,1,2,0,2,1,0,1,0,2,-65.10263929618769,16.54174575096567,37344.85791931943
46.01900005340576,46.01800012588501,0.0,0.0,0,0,0,2,0,0,2,0,2,0,2,1,1,2,1,1,0,1,2,0,-62.4633431085044,16.024157771769037,30216.183705089446
46.019999980926514,46.01900005340576,0.0,0.0,0,1,0,1,1,1,2,0,2,1,0,1,1,1,1,1,1,1,1,1,-58.460410557184744,14.942015791906618,24109.94021133577
46.0220000743866,46.0220000743866,0.0,0.0,0,2,0,2,1,0,2,0,2,1,1,2,1,1,2,1,1,1,1,1,-70.80645161290322,16.953215888692597,47736.070039378945
46.0220000743866,46.0220000743866,0.0,0.0,0,1,0,1,1,0,2,0,2,1,1,1,1,0,2,0,0,2,1,0,-67.75659824046922,14.601655374954222,41012.39521683603
41.01900005340576,41.01800012588501,0.0,0.0,0,1,0,1,1,1,2,0,2,1,0,1,1,1,2,1,0,0,1,0,-61.803519061583586,17.997128927454114,33628.59302124869
46.01900005340576,46.01800012588501,0.0,0.0,0,0,0,1,1,2,2,0,2,1,1,1,0,1,1,1,0,0,1,2,-64.00293255131966,18.425610638618732,38297.34405675529
46.01900005340576,46.01900005340576,0.0,0.0,0,1,0,2,1,0,2,0,2,1,0,1,1,1,1,0,0,2,1,2,-64.633431085044,19.958909312394777,38721.27178203023
66.02900004386902,66.02900004386902,0.0,0.0,0,1,0,1,1,1,2,0,2,1,0,1,1,1,1,1,1,1,0,2,-62.81524926686217,17.55554492493452,36809.052741291314
46.019999980926514,46.019999980926514,0.0,0.0,0,1,0,2,1,0,2,0,2,1,2,1,1,0,2,1,1,2,0,1,-68.13782991202346,16.202326835242648,38457.95690424788
41.019999980926514,41.019999980926514,0.0,0.0,0,1,0,2,1,0,2,0,2,1,0,2,1,1,2,1,0,1,1,1,-64.10557184750732,15.059127804529723,33320.30878703279
46.01900005340576,46.01900005340576,0.0,0.0,0,1,0,1,2,0,1,0,2,1,1,1,1,2,2,0,0,1,1,2,-64.22287390029325,17.150576524798506,39450.424210829755
46.019999980926514,46.019999980926514,0.0,0.0,0,0,0,2,1,0,2,0,2,0,2,1,1,0,2,1,0,2,0,0,-64.35483870967741,16.543243781820745,37067.307435809846
46.02000021934509,46.02000021934509,0.0,0.0,0,1,0,1,0,1,2,0,2,1,1,1,1,2,1,1,1,0,1,0,-57.170087976539584,16.00479025207553,23069.930362709158
46.019999980926514,46.01900005340576,0.0,0.0,1,0,0,2,0,0,2,0,1,0,1,2,1,2,1,1,1,1,2,1,-65.67448680351904,15.173531462017069,35829.295866475484
46.01900005340576,46.01800012588501,0.0,0.0,0,1,0,1,1,1,1,0,2,1,1,2,1,1,2,1,1,1,0,1,-64.47214076246334,16.20930926686014,35112.426589587674
66.02900004386902,66.02900004386902,0.0,0.0,1,1,0,0,1,0,1,0,2,1,1,1,1,1,2,0,0,1,0,2,-69.69208211143695,15.19374263509448,41839.07795324178
46.01900005340576,46.01800012588501,0.0,0.0,0,2,0,1,1,1,1,0,2,1,1,1,1,0,2,2,0,1,1,0,-63.621700879765385,16.70578481142033,35288.056046262296
46.01799988746643,46.01799988746643,0.0,0.0,0,1,0,2,1,1,2,0,2,1,1,1,1,1,2,1,1,0,1,2,-66.04105571847506,18.016917223053415,38666.411590822034
46.021000146865845,46.019999980926514,0.0,0.0,0,1,0,1,1,0,2,0,1,1,1,1,1,1,2,1,0,0,1,2,-68.54838709677418,15.532143937382829,42498.577916231814
46.01900005340576,46.01800012588501,0.0,0.0,0,2,0,1,1,0,1,0,2,1,0,2,1,1,2,0,0,0,1,0,-65.76246334310852,17.346826787369753,39755.69871155972
46.020999908447266,46.019999980926514,0.0,0.0,0,1,1,2,2,1,1,0,2,1,0,2,2,1,2,1,1,1,1,1,-59.428152492668616,17.577877614454597,32275.340601649823
46.019999980926514,46.01899981498718,0.0,0.0,0,0,0,2,0,0,2,0,2,0,1,1,1,1,2,1,0,1,1,0,-69.44281524926687,15.126962732319232,44235.30059536961
46.01899981498718,46.01899981498718,0.0,0.0,0,1,0,1,2,0,2,0,2,0,1,1,1,1,0,1,1,1,2,1,-59.20821114369502,15.556319537479125,28211.088506837794
46.019999980926514,46.01899981498718,0.0,0.0,0,1,0,1,2,1,2,0,2,1,1,1,1,1,2,0,0,0,1,1,-64.56011730205277,16.11099891284507,36979.55203320134
46.01800012588501,46.01699995994568,0.0,0.0,0,1,0,1,2,1,1,0,2,1,1,2,1,0,1,1,0,0,1,0,-65.49853372434018,18.70195737670772,42464.80066694177
51.0220000743866,51.0220000743866,0.0,0.0,2,1,0,1,1,0,1,0,2,1,2,1,1,1,0,1,0,1,1,2,-64.0175953079179,17.866435042343543,35826.79447131684
41.01900005340576,41.01900005340576,0.0,0.0,0,1,0,2,1,1,2,0,2,0,0,2,1,1,2,1,1,1,1,0,-66.58357771260997,16.986289666986757,41766.818301872576
46.01899981498718,46.01799988746643,0.0,0.0,0,0,0,2,1,1,2,0,2,1,1,1,1,2,2,1,1,0,1,2,-64.94134897360703,17.259352532516818,36994.68651482032
51.020999908447266,51.020999908447266,0.0,0.0,0,1,0,0,1,0,1,0,2,1,0,1,1,1,2,0,0,0,0,2,-66.46627565982405,16.368530132484807,39477.50795417895
41.01900005340576,41.01800012588501,0.0,0.0,0,0,0,2,1,0,2,0,1,0,1,1,2,1,1,1,1,1,1,1,-57.77126099706745,16.120190086363483,28562.237462907167
46.01900005340576,46.01900005340576,0.0,0.0,0,1,0,2,2,1,2,0,2,1,0,1,1,0,1,1,0,0,0,0,-66.37829912023462,17.76026880764668,41085.861770131814
46.0220000743866,46.021000146865845,0.0,0.0,0,1,0,2,1,1,2,0,2,1,1,1,1,0,2,1,1,0,1,2,-59.73607038123167,16.726803192092525,26997.52035768711
51.019999980926514,51.019999980926514,0.0,0.0,0,1,0,2,2,0,2,0,2,1,1,1,1,0,1,1,1,0,1,0,-66.87683284457479,16.762315316172867,40342.07580560736
46.0220000743866,46.0220000743866,0.0,0.0,1,1,0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,2,1,2,-63.10850439882698,15.85794153529974,32002.893135058675
46.021000146865845,46.021000146865845,0.0,0.0,1,2,0,2,0,0,2,0,1,1,0,1,2,0,1,2,1,2,1,1,-67.84457478005865,16.776026967349495,42630.30085485911
41.01900005340576,41.01900005340576,0.0,0.0,0,1,0,1,2,0,2,0,2,0,1,1,1,1,2,1,0,0,2,1,-64.14956011730206,16.016776711323068,37324.034959940785
46.01900005340576,46.01900005340576,0.0,0.0,0,1,0,2,1,0,2,0,2,1,1,1,1,2,1,1,1,1,1,1,-62.81524926686218,17.778946012397892,35293.25494144413
51.02400016784668,51.02300000190735,0.0,0.0,0,0,0,2,1,0,2,0,2,1,1,1,1,0,2,1,1,0,1,1,-69.25219941348973,15.34197040524347,43020.50124523129
41.019999980926514,41.01900005340576,0.0,0.0,0,1,0,1,1,1,2,0,2,2,0,1,1,0,1,1,0,1,1,0,-63.63636363636364,17.74490095235931,37631.45719755916
51.02400016784668,51.02400016784668,0.0,0.0,0,1,0,2,1,0,2,0,2,0,0,1,2,1,1,0,1,0,0,2,-64.80938416422286,19.063126963292866,37890.4122214608
41.01799988746643,41.01699995994568,0.0,0.0,0,1,1,1,1,1,2,0,2,1,1,1,1,1,1,0,0,1,1,1,-59.310850439882714,16.669548124132387,29031.794544617886
66.02999997138977,66.02999997138977,0.0,0.0,0,2,0,1,1,0,2,0,2,1,0,1,1,2,2,1,1,1,1,1,-71.31964809384162,18.839721829245438,49161.00181635398
46.0220000743866,46.020999908447266,0.0,0.0,0,0,0,2,1,0,2,0,2,0,2,2,1,1,0,1,0,0,0,0,-66.80351906158359,16.29184407709082,41042.39538395561
46.021000146865845,46.019999980926514,0.0,0.0,0,1,0,1,1,0,2,0,2,2,0,1,1,0,1,1,0,1,1,0,-55.23460410557185,15.190465363743876,22356.024743946287
46.01900005340576,46.01900005340576,0.0,0.0,0,1,0,2,2,1,2,0,2,0,1,1,1,1,2,0,0,0,1,1,-62.25806451612904,17.844888349640126,34103.45196223898
46.019999980926514,46.019999980926514,0.0,0.0,0,1,0,1,1,0,2,0,2,1,0,1,0,1,1,1,1,0,0,2,-63.28445747800587,19.396560381655117,39876.685888548825
46.02199983596802,46.020999908447266,0.0,0.0,0,1,0,2,1,0,2,0,1,1,1,1,2,0,2,1,1,1,1,0,-62.19941348973608,17.20772379859179,32043.139084918294
46.021000146865845,46.019999980926514,0.0,0.0,0,1,0,2,2,1,2,0,2,0,0,2,2,1,2,1,1,1,1,0,-65.17595307917888,15.281844823756346,35213.61118347914
46.020999908447266,46.019999980926514,0.0,0.0,0,1,0,1,1,1,2,0,2,1,0,2,1,1,1,0,1,0,1,1,-63.59237536656891,16.219637749256457,34046.10209288502
46.019999980926514,46.019999980926514,0.0,0.0,0,0,0,2,1,0,1,0,2,1,0,2,1,1,1,0,1,0,1,0,-65.98240469208211,18.596070510665694,43985.557655549215
51.02199983596802,51.02199983596802,0.0,0.0,0,1,1,1,1,1,2,0,2,1,1,1,1,1,1,1,1,0,1,1,-59.61876832844575,16.61358059906599,31842.108659160014
41.019999980926514,41.01900005340576,0.0,0.0,0,1,0,1,0,1,2,0,2,0,1,1,2,1,1,1,1,1,2,1,-72.90322580645162,16.4121967543913,49664.21084234073
51.019999980926514,51.01900005340576,0.0,0.0,0,1,0,1,2,1,2,0,2,0,0,1,1,1,1,0,0,1,0,1,-67.69794721407625,16.524847596297807,39532.03564552579
41.01800012588501,41.01800012588501,0.0,0.0,0,1,0,2,2,1,1,0,2,2,1,2,2,1,1,0,1,1,1,0,-62.44868035190615,18.886242834849085,35836.064876564895
46.01900005340576,46.01900005340576,0.0,0.0,0,0,0,2,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,1,-66.33431085043988,15.840521089194366,37016.7694691989
51.0239999294281,51.02300000190735,0.0,0.0,0,1,0,2,1,0,2,0,2,0,0,2,1,1,2,1,1,1,1,0,-64.26686217008799,17.705390835525197,40120.02196071794
46.0220000743866,46.020999908447266,0.0,0.0,1,1,0,2,0,1,2,0,1,0,1,1,1,2,1,0,0,1,2,2,-62.33137829912022,15.849055216519396,33207.72625559849
41.01900005340576,41.01800012588501,0.0,0.0,0,2,0,1,1,0,2,0,2,0,1,2,1,1,2,1,0,1,1,0,-65.26392961876834,18.57451123259724,37066.80971636702
51.02199983596802,51.020999908447266,0.0,0.0,0,2,0,1,1,0,2,0,2,1,0,1,1,1,2,0,1,0,0,2,-63.02052785923753,17.080470202493935,34056.14285706736
46.0239999294281,46.0239999294281,0.0,0.0,1,1,0,0,2,0,1,1,2,0,0,1,1,0,1,1,1,2,1,2,-60.689149560117315,16.07730694827419,30349.914663125277
46.019999980926514,46.01900005340576,0.0,0.0,0,1,0,1,1,1,1,1,2,1,0,2,1,1,2,1,0,1,0,0,-64.58944281524927,16.15885637292437,37657.41584926504
51.02300000190735,51.0220000743866,0.0,0.0,0,1,0,1,1,0,2,0,2,1,2,2,1,1,2,2,1,0,0,1,-65.33724340175952,15.786137492393049,34546.4357416021
46.01800012588501,46.01800012588501,0.0,0.0,0,1,1,1,1,1,2,0,2,1,2,2,1,1,1,1,1,1,0,1,-63.91495601173021,15.17591766185109,34323.9149921476
66.02699995040894,66.02600002288818,0.0,0.0,0,0,0,1,1,1,2,0,1,1,1,2,2,1,2,0,0,1,0,2,-71.58357771260997,14.625635988024,42907.809881305664
46.021000146865845,46.021000146865845,0.0,0.0,0,1,0,2,1,0,2,0,2,1,0,1,1,1,2,1,0,2,1,2,-63.6217008797654,18.163256212123244,34053.74681819128
46.019999980926514,46.019999980926514,0.0,0.0,0,1,0,1,2,1,2,0,2,0,1,2,2,0,1,1,1,0,1,1,-63.914956011730204,16.63845638276454,36933.69729668356
46.02000021934509,46.02000021934509,0.0,0.0,0,0,0,2,1,1,2,0,2,2,1,1,1,2,2,1,1,0,1,1,-65.4692082111437,18.625953991093745,40126.31162352278
46.019999980926514,46.019999980926514,0.0,0.0,0,1,0,2,1,0,2,0,1,1,0,1,2,0,2,2,1,1,1,1,-66.73020527859238,16.967626910067246,41878.2647018039
46.021000146865845,46.021000146865845,0.0,0.0,0,0,0,1,1,1,2,0,2,0,1,1,0,1,2,1,1,0,1,2,-65.0733137829912,16.95279538337437,39260.13339965132
46.01900005340576,46.01900005340576,0.0,0.0,0,0,0,1,1,2,0,0,2,1,0,2,2,0,1,1,1,1,1,0,-64.25219941348973,19.442779165605966,39553.321184719425
46.01900005340576,46.01800012588501,0.0,0.0,0,1,0,1,0,0,2,0,2,1,1,2,1,1,2,0,1,0,2,0,-62.36070381231671,18.55495778839173,32912.6269095364
51.02300000190735,51.02300000190735,0.0,0.0,0,0,0,1,2,1,2,0,2,0,0,2,1,0,2,1,0,0,1,1,-60.146627565982406,13.833602191687682,26894.464300709118
46.019999980926514,46.019999980926514,0.0,0.0,0,1,0,1,1,1,2,0,2,2,0,1,1,0,2,1,1,1,1,1,-59.86803519061584,20.213516103290925,35351.52705089033
41.021000146865845,41.019999980926514,0.0,0.0,0,0,0,1,0,0,1,0,2,1,0,1,1,1,2,0,0,0,1,0,-68.24046920821114,18.354782744495775,44104.110230946215
46.019999980926514,46.019999980926514,0.0,0.0,0,1,0,2,1,1,2,0,2,1,1,1,2,2,1,2,1,0,1,2,-56.39296187683285,16.25359859392444,27781.59340923459
51.02199983596802,51.02199983596802,0.0,0.0,0,1,0,1,1,1,2,0,2,0,0,1,1,2,2,1,0,1,1,0,-68.24046920821115,15.709828233991862,41228.06284597921
41.01799988746643,41.01799988746643,0.0,0.0,0,1,0,1,1,1,2,0,2,1,1,2,1,1,2,1,1,1,1,0,-64.07624633431084,19.018317930145958,37493.20557896476
46.0220000743866,46.021000146865845,0.0,0.0,0,1,0,2,2,1,2,0,2,1,0,2,1,1,2,2,1,1,1,1,-69.36950146627565,15.431455560937422,41083.750971413974
46.02300000190735,46.02300000190735,0.0,0.0,1,1,0,1,1,0,2,0,2,1,2,1,1,1,2,1,0,2,1,2,-67.08211143695014,15.680059335300188,41388.85028884027
46.01799988746643,46.01699995994568,0.0,0.0,0,0,0,2,1,0,1,1,2,0,2,2,1,1,1,1,0,1,0,0,-67.99120234604105,16.62316099157023,42749.42800065234
46.02300000190735,46.0220000743866,0.0,0.0,0,0,0,1,1,0,2,0,2,1,0,1,1,1,0,0,1,0,1,1,-61.01173020527858,15.342029409814991,27836.070523866027
46.020999908447266,46.019999980926514,0.0,0.0,0,1,0,0,1,0,2,0,1,1,1,1,1,1,2,1,0,2,1,2,-60.52785923753665,18.959179736466883,37799.56445736706
46.02199983596802,46.02199983596802,0.0,0.0,0,0,0,1,2,1,2,0,2,0,1,2,2,1,2,1,0,1,0,1,-65.04398826979471,15.837377658022369,37808.54449498123
